task_id,read,update,scan,insert,memcached_m,memcached_n,memcached_f,memcached_c,memcached_t,memcached_R,memcached_b,memcached_resource,memcached_replicas,memcached_accepting_connections,memcached_connections_listener_disabled_total,memcached_connections_rejected_total,memcached_connections_total,memcached_connections_yielded_total,memcached_current_connections,memcached_current_items,memcached_items_evicted_total,memcached_items_reclaimed_total,memcached_items_total,memcached_lru_crawler_enabled,memcached_lru_crawler_hot_max_factor,memcached_lru_crawler_hot_percent,memcached_lru_crawler_items_checked_total,memcached_lru_crawler_maintainer_thread,memcached_lru_crawler_moves_to_cold_total,memcached_lru_crawler_moves_to_warm_total,memcached_lru_crawler_moves_within_lru_total,memcached_lru_crawler_reclaimed_total,memcached_lru_crawler_sleep,memcached_lru_crawler_starts_total,memcached_lru_crawler_to_crawl,memcached_lru_crawler_warm_max_factor,memcached_lru_crawler_warm_percent,memcached_max_connections,memcached_process_system_cpu_seconds_total,memcached_process_user_cpu_seconds_total,memcached_slab_chunk_size_bytes,memcached_slab_chunks_free,memcached_slab_chunks_free_end,memcached_slab_chunks_per_page,memcached_slab_chunks_used,memcached_slab_cold_items,memcached_slab_current_chunks,memcached_slab_current_items,memcached_slab_current_pages,memcached_slab_hot_age_seconds,memcached_slab_hot_items,memcached_slab_items_age_seconds,memcached_slab_items_crawler_reclaimed_total,memcached_slab_items_evicted_nonzero_total,memcached_slab_items_evicted_time_seconds,memcached_slab_items_evicted_total,memcached_slab_items_evicted_unfetched_total,memcached_slab_items_expired_unfetched_total,memcached_slab_items_moves_to_cold,memcached_slab_items_moves_to_warm,memcached_slab_items_moves_within_lru,memcached_slab_items_outofmemory_total,memcached_slab_items_reclaimed_total,memcached_slab_items_tailrepairs_total,memcached_slab_lru_hits_total,memcached_slab_warm_age_seconds,memcached_slab_warm_items
172,326.0,105.0,0.0,113.0,620,631,3.29,561,9,87,1201,22,1,1.0,0.0,0.0,9.67,0.0,2.67,109680.0,0.0,0.0,109785.0,1.0,0.2,20.0,36560.0,1.0,109765.0,4.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,561.0,0.94,0.42,680.0,1447.0,0.0,1542.0,95.0,94.0,1542.0,95.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,3.0,3.0,0.0,0.0,0.0,11.0,19.0,1.0
173,321.0,88.0,0.0,113.0,702,716,3.01,543,10,91,1266,24,1,1.0,0.0,0.0,8.33,0.0,3.0,109677.0,0.0,0.0,109790.0,1.0,0.2,20.0,36559.0,1.0,109762.0,7.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,543.0,0.95,0.43,768.0,1261.0,0.0,1365.0,104.0,103.0,1365.0,104.0,1.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,3.0,0.0,0.0,0.0,8.0,20.67,1.0
174,342.0,98.0,0.0,113.0,692,840,3.37,589,9,86,1314,20,1,1.0,0.0,0.0,10.67,0.0,3.33,109687.0,0.0,0.0,109801.0,1.0,0.2,20.0,36562.33,1.0,109775.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,589.0,1.0,0.39,888.0,1082.0,0.0,1180.0,98.0,98.0,1180.0,98.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
175,300.0,87.0,0.0,107.0,364,592,2.69,630,8,84,1373,22,1,1.0,0.0,0.0,6.33,0.0,2.67,109710.0,0.0,0.0,109804.0,1.0,0.2,20.0,36570.0,1.0,109788.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,630.0,0.95,0.34,640.0,1552.0,0.0,1638.0,86.0,85.0,1638.0,86.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,1.0,0.0,0.0,0.0,4.0,19.0,1.0
176,318.0,81.0,0.0,112.0,645,683,3.53,1688,7,98,1347,25,1,1.0,0.0,0.0,8.0,0.0,3.0,109708.0,0.0,0.0,109808.0,1.0,0.2,20.0,36569.33,1.0,109785.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1688.0,1.06,0.4,736.0,1339.0,0.0,1424.0,85.0,85.0,1424.0,85.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
177,354.0,85.0,0.0,112.0,722,332,4.19,603,20,90,1244,8,1,1.0,0.0,0.0,10.67,0.0,3.0,109693.0,0.0,0.0,109789.0,1.0,0.2,20.0,109693.0,1.0,109771.0,6.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,603.0,0.99,0.41,384.0,2642.0,0.0,2730.0,88.0,87.0,2730.0,88.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,4.0,1.0,0.0,0.0,0.0,6.0,36.0,1.0
178,301.0,93.0,0.0,107.0,326,260,2.01,545,30,81,1297,18,1,1.0,0.0,0.0,11.0,0.0,2.33,109725.0,0.0,0.0,109834.0,1.0,0.2,20.0,36575.0,1.0,109817.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,545.0,0.96,0.38,312.0,3264.0,0.0,3360.0,96.0,96.0,3360.0,96.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
179,289.0,84.0,0.0,106.0,466,381,3.84,948,3,78,1386,23,1,1.0,0.0,0.0,9.67,0.0,3.0,109678.0,0.0,0.0,109772.0,1.0,0.2,20.0,36559.33,1.0,109750.0,7.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,948.0,0.95,0.32,432.0,2345.0,0.0,2427.0,82.0,80.0,2427.0,82.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,6.0,2.0,0.0,0.0,0.0,10.0,17.0,2.0
180,316.0,74.0,0.0,106.0,672,568,2.85,1048,10,25,1172,21,1,1.0,0.0,0.0,6.33,0.0,2.0,109709.0,0.0,0.0,109819.0,1.0,0.2,20.0,36569.67,1.0,109795.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1048.0,0.93,0.35,616.0,1607.0,0.0,1702.0,95.0,95.0,1702.0,95.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
181,344.0,96.0,0.0,118.0,665,563,2.84,1043,11,25,1123,24,1,1.0,0.0,0.0,10.67,0.0,3.67,109713.0,0.0,0.0,109800.0,1.0,0.2,20.0,36571.0,1.0,109781.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1043.0,0.97,0.45,616.0,1620.0,0.0,1702.0,82.0,81.0,1702.0,82.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,0.0,0.0,0.0,0.0,5.0,19.0,1.0
182,386.0,106.0,0.0,121.0,685,590,2.64,1022,10,30,1172,21,1,1.0,0.0,0.0,6.0,0.0,2.33,109688.0,0.0,0.0,109792.0,1.0,0.2,20.0,36562.67,1.0,109766.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1022.0,1.03,0.34,640.0,1545.0,0.0,1638.0,93.0,92.0,1638.0,93.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,2.0,0.0,0.0,0.0,2.0,17.0,1.0
183,304.0,87.0,0.0,108.0,636,656,3.18,1113,9,29,1188,22,1,1.0,0.0,0.0,10.33,0.0,2.33,109689.0,0.0,0.0,109807.0,1.0,0.2,20.0,36563.0,1.0,109785.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1113.0,0.96,0.39,704.0,1392.0,0.0,1489.0,97.0,97.0,1489.0,97.0,1.0,0.0,0.0,27.67,0.0,0.0,0.0,0.0,0.0,0.0,112.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
184,335.0,72.0,0.0,107.0,394,897,2.19,1054,10,20,1894,21,1,1.0,0.0,0.0,11.33,0.0,2.33,109698.0,0.0,0.0,109793.0,1.0,0.2,20.0,109698.0,1.0,109776.0,2.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,1054.0,0.91,0.42,952.0,1011.0,0.0,1101.0,90.0,90.0,1101.0,90.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
185,302.0,87.0,0.0,109.0,392,945,2.12,1055,10,22,1855,19,1,1.0,0.0,0.0,7.67,0.0,3.0,109692.0,0.0,0.0,109797.0,1.0,0.2,20.0,36564.0,1.0,109776.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1055.0,0.92,0.42,1000.0,953.0,0.0,1048.0,95.0,95.0,1048.0,95.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
186,339.0,91.0,0.0,120.0,407,968,2.32,1022,11,26,1211,17,1,1.0,0.0,0.0,10.0,0.0,2.67,109700.0,0.0,0.0,109799.0,1.0,0.2,20.0,36566.67,1.0,109773.0,10.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1022.0,0.99,0.39,1016.0,950.0,0.0,1032.0,82.0,81.0,1032.0,82.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,4.0,2.0,0.0,0.0,0.0,6.0,17.0,1.0
187,331.0,89.0,0.0,111.0,439,989,1.66,1151,27,21,1139,20,1,1.0,0.0,0.0,10.33,0.0,2.67,109701.0,0.0,0.0,109805.0,1.0,0.2,20.0,36567.0,1.0,109779.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1151.0,0.96,0.37,1040.0,915.0,0.0,1008.0,93.0,93.0,1008.0,93.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
188,334.0,85.0,0.0,108.0,349,917,1.8,1074,16,63,1913,16,1,1.0,0.0,0.0,10.33,0.0,3.33,109713.0,0.0,0.0,109817.0,1.0,0.2,20.0,36571.0,1.0,109792.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1074.0,0.96,0.39,968.0,988.0,0.0,1083.0,95.0,94.0,1083.0,95.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,4.0,21.0,1.0
189,331.0,88.0,0.0,117.0,374,1002,2.5,1096,6,20,1221,21,1,1.0,0.0,0.0,11.67,0.0,2.67,109693.0,0.0,0.0,109796.0,1.0,0.2,20.0,109693.0,1.0,109775.0,2.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1096.0,1.05,0.45,1056.0,901.0,0.0,992.0,91.0,91.0,992.0,91.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
190,326.0,86.0,0.0,111.0,422,514,2.21,1196,12,23,1802,23,1,1.0,0.0,0.0,11.0,0.0,3.33,109714.0,0.0,0.0,109812.0,1.0,0.2,20.0,36571.33,1.0,109788.0,5.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1196.0,0.88,0.4,568.0,1754.0,0.0,1846.0,92.0,90.0,1846.0,92.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,3.0,3.0,0.0,0.0,0.0,10.0,18.0,2.0
191,301.0,76.0,0.0,108.0,798,883,5.78,985,25,33,1938,18,1,1.0,0.0,0.0,7.33,0.0,2.67,109730.0,0.0,0.0,109826.0,1.0,0.2,20.0,36576.67,1.0,109808.0,1.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,985.0,1.07,0.39,936.0,1035.0,0.0,1120.0,85.0,85.0,1120.0,85.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
192,354.0,106.0,0.0,121.0,797,878,5.91,1003,26,27,2002,26,1,1.0,0.0,0.0,10.0,0.0,3.0,109701.0,0.0,0.0,109813.0,1.0,0.2,20.0,36567.0,1.0,109794.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1003.0,1.11,0.39,928.0,1024.0,0.0,1129.0,105.0,105.0,1129.0,105.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
193,300.0,82.0,0.0,111.0,809,790,5.82,965,10,35,1946,18,1,1.0,0.0,0.0,8.67,0.0,3.0,109668.0,0.0,0.0,109781.0,1.0,0.2,20.0,36556.0,1.0,109752.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,965.0,0.95,0.48,840.0,1152.0,0.0,1248.0,96.0,94.0,1248.0,96.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,2.0,0.0,0.0,0.0,11.0,20.0,2.0
194,302.0,84.0,0.0,108.0,855,471,2.0,916,23,32,1907,17,1,1.0,0.0,0.0,9.67,0.0,2.67,109718.0,0.0,0.0,109810.0,1.0,0.2,20.0,36572.67,1.0,109788.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,916.0,1.01,0.37,520.0,1935.0,0.0,2016.0,81.0,81.0,2016.0,81.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
195,311.0,74.0,0.0,110.0,834,580,5.41,981,28,33,1409,18,1,1.0,0.0,0.0,8.33,0.0,3.0,109697.0,0.0,0.0,109795.0,1.0,0.2,20.0,36565.67,1.0,109775.0,7.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,981.0,0.97,0.42,632.0,1571.0,0.0,1659.0,88.0,87.0,1659.0,88.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,0.0,0.0,0.0,0.0,5.0,18.0,1.0
196,319.0,86.0,0.0,110.0,775,895,5.45,998,25,40,1976,19,1,1.0,0.0,0.0,8.0,0.0,3.67,109712.0,0.0,0.0,109802.0,1.0,0.2,20.0,36570.67,1.0,109790.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,998.0,1.07,0.38,944.0,1028.0,0.0,1110.0,82.0,81.0,1110.0,82.0,1.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,0.0,3.0,17.67,1.0
197,328.0,106.0,0.0,117.0,869,572,6.85,1072,8,33,1864,25,1,1.0,0.0,0.0,10.67,0.0,3.0,109702.0,0.0,0.0,109794.0,1.0,0.2,20.0,36567.33,1.0,109774.0,5.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1072.0,1.01,0.4,624.0,1599.0,0.0,1680.0,81.0,80.0,1680.0,81.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,4.0,5.0,0.0,0.0,0.0,3.0,16.0,1.0
198,378.0,84.0,0.0,108.0,824,544,4.81,941,24,38,1408,18,1,1.0,0.0,0.0,6.0,0.0,3.0,109682.0,0.0,0.0,109785.0,1.0,0.2,20.0,36560.67,1.0,109762.0,7.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,941.0,0.92,0.46,592.0,1681.0,0.0,1771.0,90.0,89.0,1771.0,90.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0
199,307.0,77.0,0.0,110.0,845,611,1.27,1041,18,73,1948,19,1,1.0,0.0,0.0,10.33,0.0,2.67,109715.0,0.0,0.0,109810.0,1.0,0.2,20.0,36571.67,1.0,109789.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1041.0,0.96,0.34,664.0,1493.0,0.0,1579.0,86.0,86.0,1579.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
200,305.0,99.0,0.0,112.0,793,754,1.3,1048,29,73,1887,20,1,1.0,0.0,0.0,10.67,0.0,3.0,109657.0,0.0,0.0,109769.0,1.0,0.2,20.0,36552.33,1.0,109748.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1048.0,0.92,0.41,808.0,1200.0,0.0,1297.0,97.0,97.0,1297.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
201,302.0,83.0,0.0,105.0,816,607,1.5,1114,28,43,1946,19,1,1.0,0.0,0.0,8.0,0.0,2.0,109703.0,0.0,0.0,109802.0,1.0,0.2,20.0,36567.67,1.0,109777.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1114.0,0.93,0.42,656.0,1509.0,0.0,1598.0,89.0,88.0,1598.0,89.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,5.0,20.0,1.0
202,312.0,82.0,0.0,112.0,904,579,1.33,973,27,69,1945,18,1,1.0,0.0,0.0,10.33,0.0,2.67,109676.0,0.0,0.0,109794.0,1.0,0.2,20.0,36558.67,1.0,109771.0,2.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,973.0,0.91,0.36,632.0,1549.0,0.0,1659.0,110.0,110.0,1659.0,110.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0
203,334.0,96.0,0.0,112.0,838,605,1.12,1028,28,94,1887,18,1,1.0,0.0,0.0,10.33,0.0,3.33,109705.0,0.0,0.0,109799.0,1.0,0.2,20.0,36568.33,1.0,109781.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1028.0,1.01,0.4,656.0,1512.0,0.0,1598.0,86.0,86.0,1598.0,86.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
204,328.0,87.0,0.0,119.0,850,624,1.61,1143,25,71,1934,19,1,1.0,0.0,0.0,7.67,0.0,2.33,109685.0,0.0,0.0,109790.0,1.0,0.2,20.0,36561.67,1.0,109764.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1143.0,0.99,0.38,672.0,1472.0,0.0,1560.0,88.0,88.0,1560.0,88.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
205,398.0,101.0,0.0,114.0,882,558,2.69,1051,20,35,2004,24,1,1.0,0.0,0.0,8.0,0.0,3.0,109716.0,0.0,0.0,109812.0,1.0,0.2,20.0,36572.0,1.0,109798.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1051.0,0.97,0.38,608.0,1633.0,0.0,1724.0,91.0,91.0,1724.0,91.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
206,401.0,88.0,0.0,110.0,825,590,2.39,1091,18,24,1395,17,1,1.0,0.0,0.0,8.0,0.0,3.0,109708.0,0.0,0.0,109799.0,1.0,0.2,20.0,36569.33,1.0,109783.0,3.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1091.0,0.93,0.42,640.0,1555.0,0.0,1638.0,83.0,83.0,1638.0,83.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0
207,308.0,100.0,0.0,111.0,854,116,1.83,994,14,45,1978,27,1,1.0,0.0,0.0,9.33,0.0,4.33,109724.0,0.0,0.0,109810.0,1.0,0.2,20.0,109724.0,1.0,109801.0,3.0,5.0,0.0,100.0,2.0,0.0,2.0,40.0,994.0,0.97,0.38,312.0,3280.0,0.0,3360.0,80.0,80.0,3360.0,80.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
208,296.0,84.0,0.0,111.0,761,855,2.92,713,9,37,1418,20,1,1.0,0.0,0.0,6.67,0.0,2.33,109688.0,0.0,0.0,109795.0,1.0,0.2,20.0,36562.67,1.0,109768.0,3.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,713.0,0.99,0.39,904.0,1067.0,0.0,1159.0,92.0,91.0,1159.0,92.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,4.0,0.0,0.0,0.0,5.0,16.0,1.0
209,320.0,85.0,0.0,108.0,387,519,1.49,759,29,76,1369,7,1,1.0,0.0,0.0,10.0,0.0,3.67,109674.0,0.0,0.0,109783.0,1.0,0.2,20.0,36558.0,1.0,109758.0,5.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,759.0,0.93,0.4,568.0,1749.0,0.0,1846.0,97.0,97.0,1846.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
210,309.0,90.0,0.0,112.0,486,534,1.95,676,22,74,1967,23,1,1.0,0.0,0.0,8.0,0.0,2.33,109675.0,0.0,0.0,109781.0,1.0,0.2,20.0,109675.0,1.0,109749.0,7.0,2.0,0.0,100.0,2.0,0.0,2.0,40.0,676.0,1.04,0.4,584.0,1700.0,0.0,1795.0,95.0,94.0,1795.0,95.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,4.0,2.0,0.0,0.0,0.0,7.0,32.0,1.0
211,311.0,72.0,0.0,106.0,362,163,6.11,1022,9,20,1826,25,1,1.0,0.0,0.0,10.67,0.0,2.67,109658.0,0.0,0.0,109775.0,1.0,0.2,20.0,36552.67,1.0,109746.0,5.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1022.0,0.95,0.38,216.0,4755.0,0.0,4854.0,99.0,99.0,4854.0,99.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0
212,306.0,85.0,0.0,109.0,358,183,6.14,1072,9,20,2023,25,1,1.0,0.0,0.0,7.0,0.0,3.33,109691.0,0.0,0.0,109800.0,1.0,0.2,20.0,36563.67,1.0,109769.0,3.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1072.0,0.98,0.36,232.0,4422.0,0.0,4519.0,97.0,97.0,4519.0,97.0,1.0,0.0,0.0,27.67,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0
213,291.0,82.0,0.0,106.0,317,168,5.53,1011,10,26,1801,26,1,1.0,0.0,0.0,10.0,0.0,2.33,49688.0,60000.0,0.0,109773.0,1.0,0.2,20.0,16562.67,1.0,109757.0,4.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1011.0,1.02,0.33,216.0,4778.0,0.0,4854.0,76.0,76.0,4854.0,76.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
214,324.0,84.0,0.0,111.0,354,158,6.31,513,8,20,1770,25,1,1.0,0.0,0.0,7.0,0.0,2.67,109683.0,0.0,0.0,109787.0,1.0,0.2,20.0,36561.0,1.0,109766.0,1.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,513.0,0.93,0.36,208.0,4966.0,0.0,5041.0,75.0,75.0,5041.0,75.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
215,354.0,107.0,0.0,120.0,379,98,2.23,983,11,41,1840,24,1,1.0,0.0,0.0,11.67,0.0,2.33,109703.0,0.0,0.0,109805.0,1.0,0.2,20.0,109703.0,1.0,109780.0,5.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,983.0,1.01,0.43,344.0,2955.0,0.0,3048.0,93.0,93.0,3048.0,93.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,295.0,79.0,0.0,107.0,452,225,5.14,1032,1,97,1928,21,1,1.0,0.0,0.0,10.0,0.0,2.67,109673.0,0.0,0.0,109789.0,1.0,0.2,20.0,36557.67,1.0,109763.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1032.0,0.95,0.32,280.0,3635.0,0.0,3744.0,109.0,109.0,3744.0,109.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
217,342.0,87.0,0.0,110.0,336,488,2.98,618,9,23,1352,26,1,1.0,0.0,0.0,7.33,0.0,3.0,109693.0,0.0,0.0,109801.0,1.0,0.2,20.0,36564.33,1.0,109778.0,4.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,618.0,1.01,0.31,536.0,1859.0,0.0,1956.0,97.0,96.0,1956.0,97.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,4.0,4.0,0.0,0.0,0.0,6.0,20.0,1.0
218,342.0,82.0,0.0,110.0,413,573,6.05,1456,8,48,1452,18,1,1.0,0.0,0.0,10.67,0.0,3.0,109698.0,0.0,0.0,109807.0,1.0,0.2,20.0,36566.0,1.0,109793.0,6.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1456.0,0.93,0.42,624.0,1582.0,0.0,1680.0,98.0,98.0,1680.0,98.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
219,342.0,90.0,0.0,114.0,739,619,2.52,955,28,28,1888,24,1,1.0,0.0,0.0,9.0,0.0,3.0,109702.0,0.0,0.0,109784.0,1.0,0.2,20.0,73134.67,1.0,109763.0,6.0,0.0,0.0,100.0,1.67,0.0,2.0,40.0,955.0,0.9,0.51,672.0,1491.0,0.0,1560.0,69.0,68.0,1560.0,69.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,4.0,0.0,0.0,0.0,0.0,8.0,18.0,1.0
220,306.0,87.0,0.0,109.0,398,141,1.69,807,17,93,1372,9,1,1.0,0.0,0.0,9.0,0.0,3.0,109688.0,0.0,0.0,109802.0,1.0,0.2,20.0,36562.67,1.0,109775.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,807.0,0.99,0.39,328.0,3095.0,0.0,3196.0,101.0,101.0,3196.0,101.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
