task_id,read,update,scan,insert,mysql_back_log,mysql_key_buffer_size,mysql_max_connections,mysql_innodb_buffer_pool_size,mysql_max_connect_errors,mysql_open_files_limit,mysql_table_open_cache,mysql_max_allowed_packet,mysql_binlog_cache_size,mysql_max_heap_table_size,mysql_tmp_table_size,mysql_read_buffer_size,mysql_read_rnd_buffer_size,mysql_sort_buffer_size,mysql_join_buffer_size,mysql_thread_cache_size,mysql_ft_min_word_len,mysql_transaction_isolation,mysql_innodb_open_files,mysql_innodb_write_io_threads,mysql_innodb_read_io_threads,mysql_innodb_log_buffer_size,mysql_innodb_log_file_size,mysql_innodb_log_files_in_group,mysql_innodb_lock_wait_timeout,mysql_innodb_flush_log_at_trx_commit,mysql_resource,mysql_replicas,mysql_global_status_binlog_cache_use,mysql_global_status_connections,mysql_global_status_created_tmp_tables,mysql_global_status_error_log_buffered_bytes,mysql_global_status_innodb_buffer_pool_read_requests,mysql_global_status_innodb_buffer_pool_reads,mysql_global_status_innodb_buffer_pool_write_requests,mysql_global_status_innodb_data_fsyncs,mysql_global_status_innodb_data_reads,mysql_global_status_innodb_data_writes,mysql_global_status_innodb_dblwr_pages_written,mysql_global_status_innodb_dblwr_writes,mysql_global_status_innodb_log_write_requests,mysql_global_status_innodb_log_writes,mysql_global_status_innodb_os_log_fsyncs,mysql_global_status_innodb_page_size,mysql_global_status_innodb_pages_created,mysql_global_status_innodb_pages_read,mysql_global_status_innodb_pages_written,mysql_global_status_innodb_redo_log_logical_size,mysql_global_status_innodb_system_rows_read,mysql_global_status_innodb_system_rows_updated,mysql_global_status_opened_tables,mysql_global_status_queries,mysql_global_status_questions,mysql_global_status_select_scan,mysql_global_status_ssl_session_cache_size,mysql_global_status_ssl_session_cache_timeout,mysql_global_status_table_locks_immediate,mysql_global_status_table_open_cache_hits,mysql_global_status_table_open_cache_misses,mysql_global_status_table_open_cache_overflows,mysql_global_status_uptime_since_flush_status,mysql_global_variables_binlog_row_event_max_size,mysql_global_variables_binlog_stmt_cache_size,mysql_global_variables_binlog_transaction_dependency_history_size,mysql_global_variables_caching_sha2_password_digest_rounds,mysql_global_variables_connection_memory_chunk_size,mysql_global_variables_cte_max_recursion_depth,mysql_global_variables_delayed_insert_limit,mysql_global_variables_delayed_insert_timeout,mysql_global_variables_delayed_queue_size,mysql_global_variables_eq_range_index_dive_limit,mysql_global_variables_group_concat_max_len,mysql_global_variables_host_cache_size,mysql_global_variables_information_schema_stats_expiry,mysql_global_variables_innodb_adaptive_max_sleep_delay,mysql_global_variables_innodb_concurrency_tickets,mysql_global_variables_innodb_fill_factor,mysql_global_variables_innodb_ft_num_word_optimize,mysql_global_variables_innodb_idle_flush_pct,mysql_global_variables_innodb_io_capacity,mysql_global_variables_innodb_io_capacity_max,mysql_global_variables_innodb_lock_wait_timeout,mysql_global_variables_innodb_log_wait_for_flush_spin_hwm,mysql_global_variables_innodb_log_write_ahead_size,mysql_global_variables_innodb_lru_scan_depth,mysql_global_variables_innodb_old_blocks_time,mysql_global_variables_innodb_open_files,mysql_global_variables_innodb_page_size,mysql_global_variables_innodb_purge_batch_size,mysql_global_variables_innodb_purge_rseg_truncate_frequency,mysql_global_variables_innodb_rollback_segments,mysql_global_variables_innodb_thread_sleep_delay,mysql_global_variables_key_cache_age_threshold,mysql_global_variables_key_cache_block_size,mysql_global_variables_key_cache_division_limit,mysql_global_variables_max_connect_errors,mysql_global_variables_max_connections,mysql_global_variables_max_digest_length,mysql_global_variables_max_error_count,mysql_global_variables_max_length_for_sort_data,mysql_global_variables_max_points_in_geometry,mysql_global_variables_max_prepared_stmt_count,mysql_global_variables_max_sort_length,mysql_global_variables_mysqlx_max_connections,mysql_global_variables_net_buffer_length,mysql_global_variables_performance_schema_max_cond_classes,mysql_global_variables_performance_schema_max_digest_length,mysql_global_variables_performance_schema_max_file_handles,mysql_global_variables_performance_schema_max_memory_classes,mysql_global_variables_performance_schema_max_mutex_classes,mysql_global_variables_performance_schema_max_sql_text_length,mysql_global_variables_performance_schema_max_stage_classes,mysql_global_variables_performance_schema_max_statement_classes,mysql_global_variables_performance_schema_max_thread_classes,mysql_global_variables_performance_schema_session_connect_attrs_size,mysql_global_variables_preload_buffer_size,mysql_global_variables_query_alloc_block_size,mysql_global_variables_query_prealloc_size,mysql_global_variables_range_alloc_block_size,mysql_global_variables_replica_checkpoint_group,mysql_global_variables_replica_checkpoint_period,mysql_global_variables_rpl_read_size,mysql_global_variables_schema_definition_cache,mysql_global_variables_secondary_engine_cost_threshold,mysql_global_variables_select_into_buffer_size,mysql_global_variables_slave_checkpoint_group,mysql_global_variables_slave_checkpoint_period,mysql_global_variables_ssl_session_cache_timeout,mysql_global_variables_stored_program_cache,mysql_global_variables_stored_program_definition_cache,mysql_global_variables_table_definition_cache,mysql_global_variables_table_open_cache,mysql_global_variables_tablespace_definition_cache,mysql_global_variables_transaction_alloc_block_size,mysql_global_variables_transaction_prealloc_size
109,182.0,253183.0,4103.0,171007.0,264,346,1239,508,8543,60752,324,128,66,5,228,145,73,98,23,175,183,READ-COMMITTED,722,43,42,79,48,9,98,2,19,1,0.0,13.0,23.33,1888.0,15193.0,853.0,1931.0,71.0,877.0,264.0,69.0,3.0,838.0,26.0,18.0,16384.0,147.0,853.0,210.0,512.0,4800.0,331.0,954.33,79.67,72.67,34.67,128.0,300.0,11.33,2223.0,954.33,838.0,101.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,664.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,98.0,400.0,8192.0,1024.0,1000.0,722.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8543.0,1239.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,562.0,324.0,256.0,8192.0,4096.0
110,177.0,163967.0,4123.0,489215.0,452,127,1511,594,9552,57593,522,1,37,21,224,112,13,127,16,66,216,READ-COMMITTED,656,39,32,51,115,7,47,2,20,1,0.0,14.67,29.33,1888.0,15200.0,854.0,1932.0,76.0,877.0,253.0,54.0,4.0,839.0,28.0,20.0,16384.0,147.0,853.0,195.0,512.0,4800.0,331.0,150.0,102.33,93.67,44.33,128.0,300.0,15.0,3031.0,150.0,5.33,100.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,678.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,47.0,400.0,8192.0,1024.0,1000.0,656.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9552.0,1511.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,661.0,522.0,256.0,8192.0,4096.0
111,167.0,127039.0,2337.0,106943.0,529,93,7087,974,8226,63978,380,29,125,33,182,136,47,137,157,162,176,READ-UNCOMMITTED,692,59,35,72,69,10,103,2,18,1,0.0,13.33,23.67,1888.0,15331.67,854.0,1938.0,69.0,878.0,272.33,77.0,2.33,840.0,26.67,18.0,16384.0,147.0,854.0,218.0,512.0,4800.0,331.0,706.0,81.67,74.33,35.67,128.0,300.0,12.0,2472.0,706.0,580.0,123.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,957.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,103.0,400.0,8192.0,1024.0,1000.0,692.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8226.0,7087.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,590.0,380.0,256.0,8192.0,4096.0
112,166.0,237695.0,3479.0,372735.0,542,97,7132,1007,8216,62876,386,19,126,33,184,138,49,136,159,165,168,READ-UNCOMMITTED,693,61,36,70,68,10,109,2,18,1,38.0,16.67,34.33,1888.0,15974.0,857.67,2296.33,94.67,880.67,396.67,70.0,4.67,1091.67,150.67,29.33,16384.0,157.67,856.67,211.0,132437.33,4822.67,331.0,633.0,159.67,149.67,51.67,128.0,300.0,17.33,2610.67,633.0,499.67,122.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,959.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,109.0,400.0,8192.0,1024.0,1000.0,693.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8216.0,7132.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,593.0,386.0,256.0,8192.0,4096.0
113,170.0,217087.0,2121.0,209663.0,501,19,7615,624,8770,64049,368,31,117,27,235,177,38,117,148,145,176,READ-UNCOMMITTED,783,59,44,40,31,10,104,2,19,1,0.0,13.0,24.0,1888.0,15192.0,850.0,1932.0,73.0,873.0,258.0,56.0,3.0,839.0,33.0,19.0,16384.0,147.0,849.0,197.0,512.0,4800.0,331.0,706.0,80.67,73.67,36.0,128.0,300.0,12.0,2472.0,706.0,580.0,101.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,983.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,104.0,400.0,8192.0,1024.0,1000.0,783.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8770.0,7615.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,584.0,368.0,256.0,8192.0,4096.0
114,159.0,251903.0,1715.0,183295.0,634,87,341,983,7895,60364,446,10,124,55,180,127,30,109,138,186,162,READ-UNCOMMITTED,741,55,29,103,89,10,103,2,16,1,0.0,12.0,18.67,1888.0,15195.0,847.0,1932.0,73.0,872.0,255.0,54.0,3.0,839.0,32.0,19.0,16384.0,147.0,848.0,195.0,512.0,4800.0,331.0,383.67,63.33,57.33,28.33,128.0,300.0,9.67,2792.0,383.67,252.0,94.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,469.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,103.0,400.0,8192.0,1024.0,1000.0,741.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7895.0,341.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,623.0,446.0,256.0,8192.0,4096.0
115,168.0,330751.0,4159.0,279295.0,532,54,3234,967,8367,59174,300,40,120,12,197,122,67,133,156,160,189,READ-UNCOMMITTED,539,37,40,92,23,9,108,2,18,1,0.0,16.67,37.0,1888.0,15189.0,847.0,1932.0,73.0,870.0,248.0,54.0,4.0,839.0,24.0,18.0,16384.0,147.0,846.0,195.0,512.0,4800.0,331.0,1135.67,129.33,118.67,55.67,128.0,300.0,18.67,2049.0,1135.67,1021.33,121.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,764.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,108.0,400.0,8192.0,1024.0,1000.0,539.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8367.0,3234.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,550.0,300.0,256.0,8192.0,4096.0
116,181.0,509695.0,5239.0,394239.0,587,610,4269,108,9337,65435,427,37,128,43,212,133,48,141,185,137,174,READ-COMMITTED,671,53,33,74,13,9,37,2,20,1,0.0,15.0,31.67,1888.0,15199.0,852.0,1932.0,70.0,876.0,276.0,73.0,3.0,839.0,34.0,18.0,16384.0,147.0,852.0,214.0,512.0,4800.0,331.0,469.67,106.67,97.67,47.33,128.0,300.0,15.67,2712.0,469.67,334.67,111.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,816.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,37.0,400.0,8192.0,1024.0,1000.0,671.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9337.0,4269.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,613.0,427.0,256.0,8192.0,4096.0
117,171.0,518911.0,4307.0,373759.0,470,467,1070,930,8102,61787,195,51,91,25,246,85,58,149,167,169,180,SERIALIZABLE,497,63,35,100,71,10,100,2,15,1,0.0,15.67,33.67,1888.0,15200.0,856.0,1932.0,71.0,879.0,269.0,69.0,3.0,839.0,31.0,18.0,16384.0,147.0,855.0,210.0,512.0,4800.0,331.0,1656.67,116.33,106.67,50.33,128.0,300.0,16.67,1526.0,1656.67,1576.33,104.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,656.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,100.0,400.0,8192.0,1024.0,1000.0,497.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8102.0,1070.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,497.0,195.0,256.0,8192.0,4096.0
118,175.0,513279.0,1606.0,122943.0,515,44,5028,910,9848,40150,233,98,115,15,32,55,19,125,1,124,121,READ-UNCOMMITTED,583,57,38,96,58,9,115,2,30,1,0.0,12.33,19.33,1888.0,15203.0,856.0,1932.0,73.0,879.0,272.0,68.0,3.0,839.0,35.0,20.0,16384.0,147.0,855.0,209.0,512.0,4800.0,331.0,1502.0,67.67,61.33,29.33,128.0,300.0,10.0,1674.0,1502.0,1417.0,100.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,854.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,115.0,400.0,8192.0,1024.0,1000.0,583.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9848.0,5028.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,516.0,233.0,256.0,8192.0,4096.0
119,173.0,228223.0,1878.0,362495.0,194,289,6355,659,7528,56317,735,28,62,41,190,118,53,162,119,141,155,SERIALIZABLE,684,35,29,62,62,10,44,2,17,1,0.0,16.67,37.67,1888.0,15192.0,850.0,1932.0,74.0,873.0,264.0,69.0,4.0,839.0,25.0,19.0,16384.0,147.0,849.0,210.0,512.0,4800.0,331.0,153.67,129.33,118.67,56.33,128.0,300.0,18.67,3031.0,153.67,0.0,109.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,920.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,44.0,400.0,8192.0,1024.0,1000.0,684.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7528.0,6355.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,767.0,735.0,256.0,8192.0,4096.0
120,171.0,148735.0,2026.0,126655.0,566,178,8613,568,9023,58487,345,61,123,64,173,146,35,73,142,132,186,READ-COMMITTED,715,45,12,117,45,8,86,2,27,1,0.0,15.33,31.33,1888.0,15191.0,849.0,1931.0,72.0,873.0,269.0,73.0,4.0,838.0,26.0,18.0,16384.0,147.0,849.0,214.0,512.0,4800.0,331.0,875.0,109.0,99.67,47.33,128.0,300.0,16.0,2307.0,875.0,751.67,100.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,1033.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,86.0,400.0,8192.0,1024.0,1000.0,715.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9023.0,8613.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,572.0,345.0,256.0,8192.0,4096.0
121,166.0,149375.0,2225.0,113343.0,438,266,3919,763,9272,32382,408,17,45,50,159,62,177,91,107,154,164,SERIALIZABLE,167,38,5,121,51,10,106,2,23,1,0.0,15.0,30.67,1888.0,15196.0,849.0,1934.0,73.0,872.0,261.0,56.0,3.0,841.0,36.0,19.0,16384.0,147.0,848.0,197.0,512.0,4800.0,331.0,548.67,105.67,96.67,46.33,128.0,300.0,15.67,2633.0,548.67,415.67,92.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,798.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,106.0,400.0,8192.0,1024.0,1000.0,167.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9272.0,3919.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,604.0,408.0,256.0,8192.0,4096.0
122,173.0,125055.0,1793.0,135423.0,368,372,878,716,3775,44912,90,24,76,47,149,208,43,121,163,81,149,REPEATABLE-READ,459,33,23,112,6,9,32,2,25,1,51.33,14.67,26.33,1888.0,15945.0,852.67,2383.67,95.0,875.67,439.33,77.33,5.33,1161.0,182.67,30.33,16384.0,160.0,851.67,218.33,170666.67,4822.67,331.0,2203.0,145.33,137.33,39.67,128.0,300.0,13.33,1049.67,2203.0,2157.0,105.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,646.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,32.0,400.0,8192.0,1024.0,1000.0,459.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,3775.0,878.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,445.0,90.0,256.0,8192.0,4096.0
123,177.0,198655.0,32831.0,195967.0,387,378,543,719,3702,64009,98,24,78,33,169,187,41,123,170,77,171,READ-UNCOMMITTED,466,33,15,112,11,9,33,2,25,1,0.0,9.67,9.67,1888.0,15202.0,853.0,1933.0,76.0,876.0,275.0,76.0,4.0,840.0,29.0,19.0,16384.0,147.0,852.0,217.0,512.0,4800.0,331.0,2102.0,30.67,27.0,14.67,128.0,300.0,5.0,1069.0,2102.0,2062.0,82.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,630.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,33.0,400.0,8192.0,1024.0,1000.0,466.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,3702.0,543.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,449.0,98.0,256.0,8192.0,4096.0
124,168.0,204543.0,4251.0,160511.0,371,331,867,743,2901,45081,82,21,67,46,179,209,61,117,149,150,145,SERIALIZABLE,194,40,21,115,5,9,32,2,24,1,0.0,11.33,17.0,1888.0,15204.0,855.0,1933.0,71.0,878.0,273.0,69.0,3.0,840.0,35.0,18.0,16384.0,147.0,854.0,210.0,512.0,4800.0,331.0,2183.33,56.33,51.0,25.33,128.0,300.0,8.33,991.0,2183.33,2145.0,97.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,646.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,32.0,400.0,8192.0,1024.0,1000.0,194.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,2901.0,867.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,441.0,82.0,256.0,8192.0,4096.0
125,163.0,217215.0,4283.0,266495.0,232,405,861,679,4150,43099,655,36,49,256,129,73,44,102,82,56,161,REPEATABLE-READ,627,31,46,126,1,9,36,2,27,1,0.0,12.0,19.0,2024.0,15202.0,856.0,1932.0,75.0,879.0,269.0,68.0,4.0,839.0,31.0,20.0,16384.0,147.0,855.0,209.0,512.0,4800.0,331.0,144.67,64.67,58.67,28.67,128.0,300.0,9.67,3031.0,144.67,0.0,56.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,646.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,36.0,400.0,8192.0,1024.0,1000.0,627.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,4150.0,861.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,727.0,655.0,256.0,8192.0,4096.0
126,184.0,480255.0,3863.0,287231.0,329,357,177,891,8644,46072,612,30,113,39,167,158,53,135,160,113,178,READ-COMMITTED,422,60,32,85,6,9,91,2,21,1,0.0,11.33,16.67,1888.0,15335.67,854.0,1939.0,70.0,878.0,277.67,77.0,3.33,841.0,31.33,17.33,16384.0,147.0,854.0,217.67,512.0,4800.0,331.0,143.33,55.33,50.0,25.0,128.0,300.0,8.33,3031.0,143.33,0.0,116.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,305.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,91.0,400.0,8192.0,1024.0,1000.0,422.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8644.0,177.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,706.0,612.0,256.0,8192.0,4096.0
127,161.0,144511.0,2553.0,187647.0,290,646,9208,799,3369,41784,42,26,97,7,160,137,47,130,154,106,135,SERIALIZABLE,549,35,9,119,15,10,35,2,24,1,0.0,11.33,15.0,1888.0,15200.0,857.0,1932.0,72.0,880.0,268.0,73.0,4.0,839.0,25.0,18.0,16384.0,147.0,856.0,214.0,512.0,4800.0,331.0,2391.67,53.67,48.33,22.67,128.0,300.0,7.67,782.0,2391.67,2369.0,62.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,1063.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,35.0,400.0,8192.0,1024.0,1000.0,549.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,3369.0,9208.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,421.0,42.0,256.0,8192.0,4096.0
128,165.0,408063.0,1692.0,289023.0,256,311,1346,602,9552,57928,712,5,81,243,152,200,7,140,179,73,233,SERIALIZABLE,233,29,27,110,36,1,39,2,18,1,0.0,13.33,23.67,2016.0,15202.0,856.0,1932.0,70.0,879.0,269.0,73.0,3.0,839.0,27.0,18.0,16384.0,147.0,855.0,214.0,512.0,4800.0,331.0,147.0,81.67,74.33,35.67,128.0,300.0,12.0,3031.0,147.0,0.0,113.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,670.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,39.0,400.0,8192.0,1024.0,1000.0,233.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9552.0,1346.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,756.0,712.0,256.0,8192.0,4096.0
