task_id,read,update,scan,insert,redis_redis_tcp_keepalive,redis_repl_diskless_sync_delay,redis_maxmemory,redis_maxmemory_policy,redis_maxmemory_samples,redis_maxclients,redis_tcp_backlog,redis_list_max_ziplist_size,redis_hash_max_ziplist_entries,redis_hash_max_ziplist_value,redis_list_compress_depth,redis_set_max_intset_entries,redis_zset_max_ziplist_entries,redis_zset_max_ziplist_value,redis_hll_sparse_max_bytes,redis_hz,redis_active_defrag_ignore_bytes,redis_lua_time_limit,redis_resource,redis_replicas,redis_active_defrag_running,redis_allocator_frag_bytes,redis_allocator_frag_ratio,redis_allocator_rss_ratio,redis_aof_base_size_bytes,redis_aof_buffer_length,redis_aof_current_rewrite_duration_sec,redis_aof_delayed_fsync,redis_aof_enabled,redis_aof_last_bgrewrite_status,redis_aof_last_cow_size_bytes,redis_aof_last_rewrite_duration_sec,redis_aof_last_write_status,redis_aof_pending_bio_fsync,redis_aof_pending_rewrite,redis_aof_rewrite_in_progress,redis_aof_rewrite_scheduled,redis_blocked_clients,redis_client_recent_max_input_buffer_bytes,redis_client_recent_max_output_buffer_bytes,redis_clients_in_timeout_table,redis_cluster_connections,redis_cluster_enabled,redis_config_io_threads,redis_config_maxclients,redis_connected_clients,redis_connected_slaves,redis_connections_received_total,redis_cpu_sys_children_seconds_total,redis_cpu_sys_main_thread_seconds_total,redis_cpu_sys_seconds_total,redis_cpu_user_children_seconds_total,redis_cpu_user_main_thread_seconds_total,redis_cpu_user_seconds_total,redis_defrag_hits,redis_defrag_key_hits,redis_defrag_key_misses,redis_defrag_misses,redis_dump_payload_sanitizations,redis_evicted_keys_total,redis_expired_keys_total,redis_expired_stale_percentage,redis_expired_time_cap_reached_total,redis_exporter_last_scrape_connect_time_seconds,redis_exporter_last_scrape_duration_seconds,redis_exporter_last_scrape_error,redis_exporter_scrape_duration_seconds_sum,redis_exporter_scrape_duration_seconds_count,redis_exporter_scrapes_total,redis_io_threaded_reads_processed,redis_io_threaded_writes_processed,redis_io_threads_active,redis_keyspace_hits_total,redis_keyspace_misses_total,redis_last_key_groups_scrape_duration_milliseconds,redis_last_slow_execution_duration_seconds,redis_latest_fork_seconds,redis_lazyfree_pending_objects,redis_loading_dump_file,redis_master_repl_offset,redis_mem_clients_normal,redis_mem_clients_slaves,redis_mem_fragmentation_ratio,redis_mem_not_counted_for_eviction_bytes,redis_memory_used_lua_bytes,redis_memory_used_overhead_bytes,redis_memory_used_scripts_bytes,redis_memory_used_startup_bytes,redis_migrate_cached_sockets_total,redis_module_fork_in_progress,redis_module_fork_last_cow_size,redis_number_of_cached_scripts,redis_process_id,redis_pubsub_channels,redis_pubsub_patterns,redis_rdb_bgsave_in_progress,redis_rdb_changes_since_last_save,redis_rdb_current_bgsave_duration_sec,redis_rdb_last_bgsave_duration_sec,redis_rdb_last_bgsave_status,redis_rejected_connections_total,redis_repl_backlog_first_byte_offset,redis_repl_backlog_history_bytes,redis_repl_backlog_is_active,redis_replica_partial_resync_accepted,redis_replica_partial_resync_denied,redis_replica_resyncs_full,redis_second_repl_offset,redis_slave_expires_tracked_keys,redis_slowlog_last_id,redis_slowlog_length,redis_target_scrape_request_errors_total,redis_total_error_replies,redis_total_reads_processed,redis_total_writes_processed,redis_tracking_clients,redis_tracking_total_items,redis_tracking_total_keys,redis_tracking_total_prefixes,redis_unexpected_error_replies,redis_up,redis_uptime_in_seconds
84,135.0,95.0,109311.0,216.0,391,8,1936,volatile-random,7,96759,3752,1,701,850,3,931,830,154,8185,14,202,3881,4,1,0.0,385442.67,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,8.29,9.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,96759.0,1.0,0.0,9.0,0.73,3.69,3.74,2.78,2.32,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.57,15955.0,15955.0,0.0,0.0,0.0,44216.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,12544.0,0.0,1.05,8.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,395108.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,263773.0,263764.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0
85,98.0,71.0,81023.0,162.0,404,7,239,allkeys-random,6,94912,5314,1,667,943,3,975,915,303,6763,39,119,4787,13,1,0.0,383904.0,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,1.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,94912.0,1.0,0.0,6.0,0.26,3.04,3.08,1.33,2.34,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.61,15963.0,15963.0,0.0,0.0,0.0,50066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,297911.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,269539.0,269533.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
86,94.0,74.0,111487.0,166.0,412,6,1338,volatile-random,5,85003,3349,1,717,1021,3,880,510,235,7610,21,188,2862,4,1,0.0,416328.0,1.0,1.03,1.22,0.0,-1.0,0.0,1.0,1.0,7.93,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85003.0,1.0,0.0,10.67,0.19,3.12,3.17,1.5,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.66,15977.67,15977.67,0.0,0.0,0.0,45366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.07,184.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,283270.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,264946.33,264935.67,0.0,0.0,0.0,0.0,0.0,1.0,102.0
87,109.0,71.0,80703.0,157.0,431,8,1769,allkeys-lru,7,99671,4873,2,644,785,3,940,857,1022,7252,14,248,5090,6,1,0.0,382122.67,1.0,1.03,1.24,0.0,-1.0,0.0,1.0,1.0,7.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,99671.0,1.0,0.0,8.0,0.17,3.14,3.19,1.38,2.03,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.71,15985.0,15985.0,0.0,0.0,0.0,37323.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,1.04,8.0,31744.0,1.17,184.0,6.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.74,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,256896.0,256888.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0
88,92.0,76.0,81791.0,163.0,350,7,2269,allkeys-random,6,69802,4525,1,814,815,2,580,905,211,2274,26,303,4038,7,1,0.0,416992.0,1.0,1.05,1.26,0.0,-1.0,0.0,1.0,1.0,7.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69802.0,1.0,0.0,6.0,0.27,3.13,3.17,1.38,2.26,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.75,15995.0,15995.0,0.0,0.0,0.0,54216.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,283430.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273737.0,273731.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0
89,95.0,75.0,78655.0,159.0,320,6,4220,volatile-random,9,90512,3807,1,760,917,3,960,935,241,8884,36,157,3596,25,1,0.0,426712.0,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,7.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90512.0,1.0,0.0,10.67,0.16,3.37,3.43,0.86,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.81,16007.67,16007.67,0.0,0.0,0.0,53460.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.04,8.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.11,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273032.33,273021.67,0.0,0.0,0.0,0.0,0.0,1.0,101.0
90,111.0,71.0,76799.0,162.0,336,2,528,allkeys-lfu,16,97451,4149,5,587,735,0,475,708,579,8474,100,213,1876,20,1,0.0,426456.0,1.0,1.05,1.28,0.0,-1.0,0.0,1.0,1.0,7.39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,97451.0,1.0,0.0,7.67,0.1,3.29,3.34,0.95,2.18,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.86,16017.67,16017.67,0.0,0.0,0.0,30045.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.14,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,249688.33,249680.67,0.0,0.0,0.0,0.0,0.0,1.0,102.0
91,104.0,73.0,80511.0,167.0,357,3,3673,noeviction,8,47852,2198,2,1005,887,2,301,764,386,9136,47,397,4405,9,1,0.0,407072.0,1.0,1.05,1.28,0.0,-1.0,0.0,1.0,1.0,7.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47852.0,1.0,0.0,5.0,0.23,3.26,3.3,1.03,2.16,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.9,16027.0,16027.0,0.0,0.0,0.0,46266.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,8.38,184.0,2.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,265780.0,265775.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0
92,122.0,84.0,99967.0,183.0,382,7,1081,volatile-random,8,93436,6396,1,743,883,3,928,805,477,7701,10,184,3534,6,1,0.0,395101.33,1.0,1.05,1.26,0.0,-1.0,0.0,1.0,1.0,7.37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93436.0,1.0,0.0,6.67,0.21,3.1,3.17,1.58,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.93,16032.67,16032.67,0.0,0.0,0.0,44827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25619.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,264407.33,264400.67,0.0,0.0,0.0,0.0,0.0,1.0,110.67
93,94.0,81.0,81599.0,159.0,370,7,1116,volatile-random,7,88744,5893,1,785,991,3,908,825,785,8046,28,276,2981,8,1,0.0,403106.67,1.0,1.03,1.27,0.0,-1.0,0.0,1.0,1.0,8.38,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88744.0,1.0,0.0,6.67,0.22,3.18,3.23,1.54,2.22,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,183.97,16043.67,16043.67,0.0,0.0,0.0,51710.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.04,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,278372.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,271249.33,271242.67,0.0,0.0,0.0,0.0,0.0,1.0,87.0
94,93.0,74.0,76863.0,158.0,393,7,1520,volatile-random,9,19541,5507,1,680,967,3,1004,884,861,7092,17,368,4179,11,1,0.0,399360.0,1.0,1.04,1.29,0.0,-1.0,0.0,1.0,1.0,7.56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19541.0,1.0,0.0,5.67,0.16,3.25,3.31,1.42,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,184.01,16053.67,16053.67,0.0,0.0,0.0,48826.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.06,2560.0,31744.0,6.84,184.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,319198.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,268359.33,268353.67,0.0,0.0,0.0,0.0,0.0,1.0,103.0
95,117.0,84.0,87935.0,185.0,379,8,5655,volatile-random,14,95189,1730,1,730,851,3,761,861,329,7384,17,283,9977,9,1,0.0,378080.0,1.0,1.03,1.24,0.0,-1.0,0.0,1.0,1.0,7.31,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95189.0,1.0,0.0,8.0,0.16,3.29,3.34,1.32,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.07,16065.0,16065.0,0.0,0.0,0.0,53594.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,369870.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273151.0,273143.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0
96,100.0,82.0,103359.0,173.0,404,6,2093,allkeys-random,10,86266,5010,1,847,902,3,989,781,933,1526,13,427,2321,5,1,0.0,407965.33,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,8.39,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86266.0,1.0,0.0,9.0,0.22,3.08,3.13,1.34,2.15,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.12,16074.0,16074.0,0.0,0.0,0.0,47532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,1.07,184.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,333271.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267096.0,267087.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0
97,93.0,69.0,92095.0,156.0,363,5,1276,allkeys-lru,16,82807,3101,1,978,763,3,634,815,743,1329,34,240,6983,8,1,0.0,408546.67,1.0,1.03,1.24,0.0,-1.0,0.0,1.0,1.0,7.27,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,82807.0,1.0,0.0,12.33,0.15,3.1,3.14,1.26,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,185.2,16086.33,16086.33,0.0,0.0,0.0,56435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544.0,0.0,1.04,2560.0,31744.0,1.08,184.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,276033.67,276021.33,0.0,0.0,0.0,0.0,0.0,1.0,117.0
98,99.0,74.0,79167.0,165.0,286,1,6555,allkeys-random,17,90973,4711,1,822,932,3,876,669,755,1849,59,325,5413,3,1,0.0,404424.0,1.0,1.03,1.22,0.0,-1.0,0.0,1.0,1.0,8.22,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,90973.0,1.0,0.0,9.0,0.34,3.5,3.55,1.6,2.45,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,185.27,16098.0,16098.0,0.0,0.0,0.0,49759.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,12544.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,1.14,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.33,0.0,0.0,269337.0,269328.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0
99,93.0,74.0,79551.0,161.0,389,7,2537,volatile-ttl,8,80052,3930,1,707,949,2,681,895,825,6801,19,224,4616,10,1,0.0,408736.0,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,7.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80052.0,1.0,0.0,10.0,0.19,3.24,3.3,1.38,2.16,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.35,16110.0,16110.0,0.0,0.0,0.0,40402.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.01,184.0,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,276904.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,259970.0,259960.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
100,122.0,84.0,81151.0,182.0,306,6,2905,volatile-lfu,15,75047,3618,4,930,547,1,907,753,674,8523,65,254,2545,14,1,0.0,412005.33,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,8.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75047.0,1.0,0.0,11.0,0.17,3.21,3.25,1.38,2.36,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.4,16121.0,16121.0,0.0,0.0,0.0,47576.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,259986.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267123.0,267112.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
101,96.0,81.0,81919.0,166.0,415,6,451,volatile-lru,7,58798,5531,1,657,708,3,735,844,880,6310,43,346,9582,7,1,0.0,382424.0,1.0,1.04,1.24,0.0,-1.0,0.0,1.0,1.0,9.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58798.0,1.0,0.0,7.0,0.24,3.08,3.14,1.42,2.27,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.45,16130.0,16130.0,0.0,0.0,0.0,44524.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.17,184.0,3.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,259964.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,264101.0,264094.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
102,104.0,72.0,80703.0,169.0,416,7,7301,noeviction,9,72567,4399,1,610,835,3,550,819,536,8683,39,476,8243,12,1,0.0,407050.67,1.0,1.05,1.25,0.0,-1.0,0.0,1.0,1.0,7.32,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72567.0,1.0,0.0,8.0,0.13,3.01,3.06,0.95,2.39,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.5,16142.0,16142.0,0.0,0.0,0.0,46983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.05,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,266540.0,266532.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0
103,109.0,74.0,76543.0,155.0,426,7,6792,noeviction,9,77324,5245,1,670,816,3,423,994,511,8186,31,444,5987,12,1,0.0,412936.0,1.0,1.05,1.28,0.0,-1.0,0.0,1.0,1.0,7.43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77324.0,1.0,0.0,9.0,0.11,2.98,3.02,0.9,2.19,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.55,16154.0,16154.0,0.0,0.0,0.0,48342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.01,184.0,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.13,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267867.0,267858.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
104,90.0,71.0,78079.0,159.0,444,7,7123,noeviction,8,65036,4407,1,642,842,3,531,794,622,7789,38,464,3807,17,1,0.0,423136.0,1.0,1.04,1.29,0.0,-1.0,0.0,1.0,1.0,7.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65036.0,1.0,0.0,10.0,0.22,3.24,3.29,1.29,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.6,16163.0,16163.0,0.0,0.0,0.0,47539.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.17,184.0,3.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,666188.0,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267133.0,267123.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0
105,100.0,74.0,79423.0,160.0,400,8,8181,noeviction,9,68851,4177,1,627,394,3,615,724,517,8791,41,93,8131,10,1,0.0,414152.0,1.0,1.05,1.27,0.0,-1.0,0.0,1.0,1.0,7.34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,68851.0,1.0,0.0,8.0,0.25,3.1,3.14,1.42,2.14,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.64,16172.0,16172.0,0.0,0.0,0.0,45001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544.0,0.0,1.05,2560.0,31744.0,9.97,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181385.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,264555.0,264547.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0
106,118.0,88.0,92671.0,184.0,338,7,7556,allkeys-lfu,11,63005,4629,1,798,872,3,662,836,469,9301,16,480,8572,14,1,0.0,421368.0,1.0,1.04,1.25,0.0,-1.0,0.0,1.0,1.0,7.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,16.0,0.0,0.0,0.0,1.0,63005.0,1.0,0.0,9.67,0.16,3.25,3.33,1.34,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.7,16184.67,16184.67,0.0,0.0,0.0,54492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.17,184.0,3.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,344717.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,274033.33,274023.67,0.0,0.0,0.0,0.0,0.0,1.0,87.0
107,110.0,70.0,75839.0,160.0,350,1,6823,noeviction,10,50649,3428,1,760,891,3,951,930,603,9057,50,500,8983,11,1,0.0,422000.0,1.0,1.04,1.29,0.0,-1.0,0.0,1.0,1.0,7.43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50649.0,1.0,0.0,9.67,0.14,3.21,3.29,1.39,2.09,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.76,16194.67,16194.67,0.0,0.0,0.0,42159.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,8.71,184.0,3.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,305464.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,261728.33,261718.67,0.0,0.0,0.0,0.0,0.0,1.0,89.0
108,96.0,68.0,76351.0,160.0,263,6,8684,volatile-random,6,98066,5085,1,726,1010,3,845,958,180,1159,22,266,3410,16,1,0.0,383120.0,1.0,1.03,1.25,0.0,-1.0,0.0,1.0,1.0,7.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98066.0,1.0,0.0,8.0,0.17,3.12,3.16,1.18,1.97,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,185.81,16206.0,16206.0,0.0,0.0,0.0,37999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,257575.0,257567.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0
